topic,text
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal you! Pattern apa tu?  Floral, sis. Latest collection."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni memang tak payah iron ke?  Ya sis, just pakai."
Tudung Bawal (Cotton/Satin), Kain bawal ni senang kemek tak?  Satin memang senang kemek.
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton ni berapa harga?  Below RM30, sis."
Tudung Bawal (Cotton/Satin)," Bawal you senang terbang tak kena angin?  Kalau cotton tak, satin ya."
Tudung Bawal (Cotton/Satin)," Tudung bawal ni ngam untuk everyday wear.  Ya, cotton bawal memang favourite."
Tudung Bawal (Cotton/Satin)," Bawal ni jarang tak?  Tak, kain dia elok."
Tudung Bawal (Cotton/Satin)," Sis, bawal satin ni sesuai untuk dinner tak?  Ngam sangat, nampak classy."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni serap peluh tak?  Ya, sis. That's why sejuk."
Tudung Bawal (Cotton/Satin)," Bawal ni singkat sangat, I suka labuh.  Try yang bidang 50."
Tudung Bawal (Cotton/Satin)," Cantik gila bawal printed you!  Thanks, weh. Colourful."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni jadi pilihan I.  Saves so much time, sis."
Tudung Bawal (Cotton/Satin)," Kain bawal ni berbulu tak lepas basuh?  Kalau cotton murah, ya."
Tudung Bawal (Cotton/Satin)," Weh, bawal you beli kat mana? Cantik.  Shopee, sis. Sale haritu."
Tudung Bawal (Cotton/Satin), Bawal satin ni panas sangat lah.  Better pakai cotton kalau cuaca panas.
Tudung Bawal (Cotton/Satin), Tudung bawal ni senang nak maintain tak?  Cotton bawal senang gila.
Tudung Bawal (Cotton/Satin)," Bawal ni jarang tak kalau cahaya kuat?  Kalau satin, mungkin."
Tudung Bawal (Cotton/Satin)," Sis, bawal cotton ni tak licin kan?  Nope, grip dia ngam."
Tudung Bawal (Cotton/Satin)," Bawal you punya warna tak pudar ke?  Setakat ni tak, sis."
Tudung Bawal (Cotton/Satin)," Bawal ni singkat sangat, tak selesa.  Cari yang lebih labuh."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal you! Design apa?  Abstract print, sis."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni memang berbaloi.  Totally worth it, sis."
Tudung Bawal (Cotton/Satin)," Kain bawal satin ni nampak mahal.  Ya, effect dia cantik."
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton ni tak berkedut sangat.  Kan? Senang hidup."
Tudung Bawal (Cotton/Satin)," Panas tak pakai bawal ni lama-lama?  Tak, bawal cotton ni memang sejuk."
Tudung Bawal (Cotton/Satin)," Bawal ni jarang tak? I hate jarang tudung.  Tak jarang, this one tebal."
Tudung Bawal (Cotton/Satin), Tudung bawal ni ngam untuk outdoor activity?  Cotton bawal paling sesuai.
Tudung Bawal (Cotton/Satin), Bawal you nampak terletak elok je.  Sebab kain dia best.
Tudung Bawal (Cotton/Satin)," Sis, bawal satin ni perlu inner tak?  Better pakai, takut jarang."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni tak licin kan?  Betul, anti-slip."
Tudung Bawal (Cotton/Satin)," Bawal ni singkat sangat, rasa tak confident.  Cari bidang 55."
Tudung Bawal (Cotton/Satin)," Cantik bawal you, beli kat mana?  Butik baru, sis."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni senang nak travel.  Ya, just pack and wear."
Tudung Bawal (Cotton/Satin)," Kain bawal you lembut gila, macam awan.  High quality cotton voile."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni panas tak hari ni?  Sikit, tapi tahan je."
Tudung Bawal (Cotton/Satin)," Tudung bawal ni jarang tak kalau kena backlit?  Cotton tak, satin maybe."
Tudung Bawal (Cotton/Satin)," Bawal ni ngam dengan semua jenis muka.  Ya, that's why popular."
Tudung Bawal (Cotton/Satin)," Sis, tudung bawal cotton ni lawa!  Kan? Kain dia sejuk je."
Tudung Bawal (Cotton/Satin)," Weh, satin bawal ni tak payah iron ke?  Ye, ironless! Ngam untuk rushing."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni jarang tak?  Tak, sis. Kain dia tebal sikit."
Tudung Bawal (Cotton/Satin)," Tengok bawal satin baru ni, cantik gila colour dia!  Oh, ni collection baru ke?"
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni senang bentuk.  Betul, muka bulat pun ngam."
Tudung Bawal (Cotton/Satin)," Panas tak pakai bawal satin ni tengahari?  Sikit, tapi kalau aircon ok je."
Tudung Bawal (Cotton/Satin)," Tudung bawal awak cantik la, sis.  Thanks, ni bawal cotton biasa je."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni nampak mahal kan?  Ya, kain dia nampak premium."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni boleh labuh sampai mana?  Depends on size, tapi boleh adjust."
Tudung Bawal (Cotton/Satin), Tudung bawal awak ni colour ngam dengan baju.  Ni bawal cotton my fav brand.
Tudung Bawal (Cotton/Satin)," Ni bawal singkat sikit, kan?  Haah, tak berapa labuh tapi stylish."
Tudung Bawal (Cotton/Satin)," Mana lagi best, cotton or satin bawal?  Cotton for daily, satin for event."
Tudung Bawal (Cotton/Satin)," Kain bawal satin ni senang nak jaga tak?  Kena handwash, sis. Takut rosak."
Tudung Bawal (Cotton/Satin), Tudung bawal ironless ni memang berbaloi.  Saving masa banyak weh!
Tudung Bawal (Cotton/Satin)," Bawal cotton ni tak jarang kan?  Tak, elok je pakai."
Tudung Bawal (Cotton/Satin)," Weh, bawal ni harga dia ok ke?  Ya, RM20 je. Murah dan cantik."
Tudung Bawal (Cotton/Satin)," Bawal satin ni kalau panas berpeluh tak?  Depends, kalau aircon kuat, ok."
Tudung Bawal (Cotton/Satin), Labuh sangat ke bawal cotton ni?  Boleh adjust ikut keselesaan.
Tudung Bawal (Cotton/Satin)," Tudung bawal dia selalu cantik-cantik kan?  Ya, selection colour dia best."
Tudung Bawal (Cotton/Satin)," Kain bawal ni tak licin ke sis?  Yang cotton tak licin, senang nak bentuk."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless tu memang best ke?  Of course! Tak payah stress gosok."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni sejuk je pakai hari panas.  Tu la pasal, material dia breathable."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni nampak glam.  Yes, untuk special occasion memang ngam."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak?  Tak, sis, yang ni tebal sikit."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni senang nak match colour.  Setuju, basic colours dia banyak."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin awak ni cantik la.  Thanks, ni from new collection."
Tudung Bawal (Cotton/Satin)," Tudung bawal ni labuh ke singkat?  Ni yang size M, ngam-ngam je."
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni tak panas ke?  Tak, serap peluh, sejuk je."
Tudung Bawal (Cotton/Satin)," Sis, bawal ironless tu harga berapa?  Around RM35, berbaloi."
Tudung Bawal (Cotton/Satin)," Bawal satin ni kalau angin kuat, terbang tak?  Kena pin elok-elok, sis."
Tudung Bawal (Cotton/Satin), Cantik sangat bawal cotton warna ni!  Kan? Terus rasa nak beli.
Tudung Bawal (Cotton/Satin)," Weh, bawal ni senang ke nak bentuk?  Kalau cotton, memang senang."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni buat muka nampak runcing.  Betul, effect dia macam tu."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak?  Tak, just nice. Tak payah inner."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni kalau basuh, senang kering.  Ya, sebab kain dia light."
Tudung Bawal (Cotton/Satin)," Tudung bawal awak nampak kemas je.  Ni bawal ironless, sis."
Tudung Bawal (Cotton/Satin)," Weh, bawal ni labuh tak?  Cukup labuh untuk tutup dada."
Tudung Bawal (Cotton/Satin)," Bawal satin ni licin sangat ke?  Sikit, tapi kalau pakai inner cap, ok."
Tudung Bawal (Cotton/Satin)," Cantik colour bawal cotton awak, sis.  Thanks, ni dusty pink."
Tudung Bawal (Cotton/Satin)," Kain bawal ni mahal tak?  Depends on brand, tapi ni affordable je."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless ni sesuai untuk travel.  Of course! Lipat je, tak kedut."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni boleh buat pelbagai gaya.  Ya, material dia versatile."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni nampak mewah.  Betul, untuk raya memang ngam."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak bila kena cahaya?  Tak, sis, I dah check."
Tudung Bawal (Cotton/Satin), Bawal cotton ni best untuk daily wear.  Memang selesa sangat.
Tudung Bawal (Cotton/Satin)," Weh, bawal ni singkat sangat tak?  Tak, boleh adjust labuh sikit."
Tudung Bawal (Cotton/Satin), Bawal ironless ni jimat masa pagi-pagi.  Heaven! Tak perlu rushing.
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal satin awak ni.  Ni hadiah birthday, sis."
Tudung Bawal (Cotton/Satin)," Kain bawal ni tak panas ke?  Cotton bawal selesa je, tak panas."
Tudung Bawal (Cotton/Satin)," Weh, bawal ni susah tak nak maintain?  Tak susah, just gentle wash."
Tudung Bawal (Cotton/Satin)," Tudung bawal cotton ni senang nak kemas.  Ya, terletak elok je."
Tudung Bawal (Cotton/Satin)," Bawal satin ni kalau basuh pakai machine boleh ke?  Better handwash, takut rosak kain."
Tudung Bawal (Cotton/Satin)," Cantik colour bawal awak ni, sis.  Thanks, ni colour baru."
Tudung Bawal (Cotton/Satin)," Kain bawal ni jarang tak?  Tak jarang, elok je."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless ni murah tak?  Tak murah sangat tapi berbaloi."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni tak kedut sangat.  Betul, even duduk lama pun ok."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni nampak exclusive.  Yes, untuk event formal sesuai."
Tudung Bawal (Cotton/Satin)," Kain dia panas tak?  Cotton selesa, satin sikit panas."
Tudung Bawal (Cotton/Satin)," Bawal ni labuh ke?  Ni size M, ngam untuk saya."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal awak, sis.  Thank you! Bawal cotton ni from Shopee."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless ni tak licin ke?  Tak, dia grip elok je."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni ada banyak corak tak?  Ada, plain pun ada."
Tudung Bawal (Cotton/Satin), Tudung bawal satin ni susah nak bentuk tak?  Kena pakai inner cap baru ngam.
Tudung Bawal (Cotton/Satin)," Kain dia tak jarang kan?  Tak, tebal elok."
Tudung Bawal (Cotton/Satin), Bawal ni singkat sangat tak?  Boleh adjust nak bagi labuh sikit.
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton ni memang best.  Kan? Rasa macam tak pakai tudung."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni ada size labuh tak?  Ada, kena cari yang bidang besar."
Tudung Bawal (Cotton/Satin)," Cantik bawal satin awak ni, sis.  Ni limited edition."
Tudung Bawal (Cotton/Satin)," Kain bawal ni cepat rosak tak?  Kalau jaga elok, tahan lama."
Tudung Bawal (Cotton/Satin)," Weh, bawal ni tak panas ke pakai?  Cotton bawal sejuk je."
Tudung Bawal (Cotton/Satin)," Tudung bawal ni ngam dengan semua jenis muka.  Betul, that's why bawal popular."
Tudung Bawal (Cotton/Satin)," Bawal satin ni kalau berpeluh, nampak tak?  Kena hati-hati, maybe sikit."
Tudung Bawal (Cotton/Satin), Cantik je bawal cotton awak ni.  Ni my go-to tudung for work.
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak?  Tak, sis, sangat selesa."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless tu boleh bawa travel je.  Yes, tak payah risau kedut."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni tak berat sangat.  Ringan je, rasa free."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni nampak sleek.  Ya, especially bila ada lighting."
Tudung Bawal (Cotton/Satin), Kain dia panas tak?  Cotton tak panas langsung.
Tudung Bawal (Cotton/Satin)," Bawal ni labuh betul.  Ni bidang 50, memang labuh."
Tudung Bawal (Cotton/Satin)," Cantik bawal cotton awak, sis.  Thanks, beli time sale hari tu."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless ni senang nak simpan.  Gulung je, tak kedut."
Tudung Bawal (Cotton/Satin)," Bawal ni singkat sangat tak?  Tak, labuh elok just nice."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni boleh buat pinless tak?  Boleh, tapi kena pakai inner neck."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak?  Tak, tebal cukup elok."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni selalu ada offer tak?  Ada, kena tunggu time promotion."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless tu memang tak payah iron?  Sumpah tak payah, trust me."
Tudung Bawal (Cotton/Satin)," Bawal ni panas tak kalau pakai lama?  Cotton tak panas, sejuk je."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal awak ni, sis.  Thanks, ni baru beli semalam."
Tudung Bawal (Cotton/Satin)," Kain dia licin sangat tak?  Satin sikit, cotton tak."
Tudung Bawal (Cotton/Satin)," Bawal ni labuh ke singkat?  Ni size M, kira medium labuh."
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton ni best betul.  Kan? Pakai seharian pun selesa."
Tudung Bawal (Cotton/Satin)," Bawal ironless ni senang nak styling.  Ya, jatuh cantik je."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni sesuai untuk majlis.  Betul, nampak elegant."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak?  Tak, kain dia elok je, tak nipis."
Tudung Bawal (Cotton/Satin), Bawal ni panas ke?  Kalau bawal cotton memang sejuk.
Tudung Bawal (Cotton/Satin)," Cantik colour bawal awak, sis.  Thanks, ni colour emerald green."
Tudung Bawal (Cotton/Satin)," Weh, bawal ironless tu mudah travel.  Exactly, tak makan space pun."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni tak serap peluh ke?  Serap, tu yang selesa tu."
Tudung Bawal (Cotton/Satin)," Tudung bawal satin ni senang nak bentuk.  Tak susah, just take time sikit."
Tudung Bawal (Cotton/Satin)," Kain dia jarang tak bila kena matahari?  Yang ni tak, quality dia bagus."
Tudung Bawal (Cotton/Satin)," Sis, tudung bawal cotton ni selesa tak?  Selesa gila, tak panas langsung."
Tudung Bawal (Cotton/Satin)," Weh, satin bawal ni lawa tapi jarang tak?  Tak lah, kain dia tebal sikit."
Tudung Bawal (Cotton/Satin), Cantik gila tudung bawal cotton you!  Thank you! Kain ni senang bentuk.
Tudung Bawal (Cotton/Satin)," Bawal satin ni ironless ke?  Bukan ironless, tapi senang gosok."
Tudung Bawal (Cotton/Satin), I cari bawal labuh sikit.  Yang cotton ni labuh ngam-ngam.
Tudung Bawal (Cotton/Satin)," Tudung bawal cotton ni senang renyuk tak?  Sikit je, tak susah iron."
Tudung Bawal (Cotton/Satin)," Bawal satin baru you beli tu cantik!  Ye, kain dia flowy sangat."
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton ni sejuk je.  Betul, sesuai untuk cuaca panas."
Tudung Bawal (Cotton/Satin)," Ada bawal satin yang tak jarang tak?  Yang premium ni tebal sikit, sis."
Tudung Bawal (Cotton/Satin), Tudung bawal singkat ok tak?  Kalau labuh sikit lagi ngam.
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni best betul.  Ya, material dia breathable."
Tudung Bawal (Cotton/Satin)," Bawal satin ni senang licin ke?  Tak sangat, tapi kena pin kemas."
Tudung Bawal (Cotton/Satin), Cantik nya tudung bawal cotton you!  Yang ni memang senang bentuk.
Tudung Bawal (Cotton/Satin)," Weh, bawal satin you tu nampak mahal.  Kain dia memang premium, sis."
Tudung Bawal (Cotton/Satin)," Bawal cotton baru ni nampak sejuk.  Try lah, memang selesa sangat."
Tudung Bawal (Cotton/Satin), Bawal satin ni sesuai untuk majlis tak?  Ngam sangat! Nampak mewah.
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni jenis nipis ke?  Tak lah, sedang-sedang je."
Tudung Bawal (Cotton/Satin)," Sis, tudung bawal ni jarang tak?  Yang cotton ni tak jarang, ok je."
Tudung Bawal (Cotton/Satin)," Bawal satin ni ironless ke?  Tak semua, tapi ada yang senang iron."
Tudung Bawal (Cotton/Satin)," Cantik nya warna bawal cotton ni.  Baru beli, memang ngam."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni panas tak?  Kalau cuaca terik, ada rasa sikit."
Tudung Bawal (Cotton/Satin)," Tudung bawal cotton ni boleh labuh lagi tak?  Boleh adjust, sis."
Tudung Bawal (Cotton/Satin)," Kain bawal satin ni licin sangat ke?  Sikit, tapi senang pakai."
Tudung Bawal (Cotton/Satin), Bawal cotton ni nampak kemas je.  Sebab kain dia tak lembik.
Tudung Bawal (Cotton/Satin)," Sis, bawal satin you ni cantik.  Thank you! Warna ni memang ngam."
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton baru ke?  Ya, koleksi baru, tak jarang."
Tudung Bawal (Cotton/Satin)," Bawal satin ni senang tercabut tak?  Kalau pin kuat, takde hal."
Tudung Bawal (Cotton/Satin), Tudung bawal cotton ni sesuai daily?  Ngam sangat! Tak renyuk sangat.
Tudung Bawal (Cotton/Satin)," Kain bawal satin ni jarang ke?  Tak lah, yang ni tebal."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal cotton you.  Thank you, senang bentuk."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin you tu ironless?  Ya, senang gila, tak payah gosok."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni best, tak panas.  Betul, kain dia memang sejuk."
Tudung Bawal (Cotton/Satin)," Tudung bawal singkat boleh buat gaya apa?  Banyak je, tapi kena pandai adjust."
Tudung Bawal (Cotton/Satin)," Kain bawal satin ni senang kedut tak?  Tak sangat, tapi kena hati-hati."
Tudung Bawal (Cotton/Satin)," Sis, bawal cotton ni labuh tak?  Standard je, tak singkat."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni nampak mewah.  Ya, harga pun ngam."
Tudung Bawal (Cotton/Satin), Tudung bawal cotton ni senang gosok?  Sangat! Tak melekat langsung.
Tudung Bawal (Cotton/Satin)," Bawal satin ni jarang ke?  Tak, kain dia elok."
Tudung Bawal (Cotton/Satin)," Cantik sangat tudung bawal cotton you.  Thank you, beli online je."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni sejuk betul.  Tu lah, suka sangat kain dia."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni susah nak bentuk tak?  Sikit je, tapi once dah ok, cantik."
Tudung Bawal (Cotton/Satin)," Tudung bawal labuh nampak sopan.  Betul, yang cotton ni ngam."
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni best, tak berbulu.  Ya, kualiti dia bagus."
Tudung Bawal (Cotton/Satin)," Sis, bawal satin ni ada warna lain?  Ada banyak, semua cantik."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni ironless ke?  Tak, tapi senang gosok."
Tudung Bawal (Cotton/Satin)," Weh, tudung bawal you tu nampak selesa.  Memang pun, kain cotton."
Tudung Bawal (Cotton/Satin)," Bawal satin ni cepat rosak tak?  Kalau jaga elok, tahan lama."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal cotton ni!  Ya, kain dia tak jarang langsung."
Tudung Bawal (Cotton/Satin)," Tudung bawal singkat ni okay tak pakai?  Kalau untuk casual, ngam."
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni serap peluh tak?  Ya, selesa bila panas."
Tudung Bawal (Cotton/Satin)," Sis, bawal satin ni licin sangat ke?  Sikit, tapi tak susah nak bentuk."
Tudung Bawal (Cotton/Satin)," Weh, bawal cotton you ni brand apa?  Brand local, kualiti ngam."
Tudung Bawal (Cotton/Satin)," Bawal satin ni panas tak?  Tak sangat, kain dia breathable."
Tudung Bawal (Cotton/Satin)," Tudung bawal labuh senang nak gaya.  Betul, yang cotton ni best."
Tudung Bawal (Cotton/Satin)," Kain bawal cotton ni tebal tak?  Tak, sedang-sedang je."
Tudung Bawal (Cotton/Satin)," Cantik tudung bawal satin you.  Thank you, beli masa sale."
Tudung Bawal (Cotton/Satin)," Bawal cotton ni jarang ke?  Tak, yang ni material tebal."
Tudung Bawal (Cotton/Satin)," Weh, bawal satin ni ironless kan?  Ada beberapa design yang ironless."
Tudung Bawal (Cotton/Satin)," Tudung bawal singkat nampak comel.  Ya, kalau match dengan baju."
